,Cites,Authors,Title,Year,Source,Publisher,Type,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,"Contains keyword ""SEI""?","Contains keyword ""cathode""?","Contains keyword ""anode""?","Contains keyword ""efficiency""?","Contains keyword ""electrode""?"
177,36,"H Shindo, K Shitagami, T Sugai?€?",Evidence of the contribution of molecular orientations on the surface force friction of alkaline earth sulfate crystals,1999,Physical Chemistry ?€?,pubs.rsc.org,,1.71,9,4,21,"Page 1. Evidence of the contribution of molecular orientations on the surface force friction of alkaline earth sulfate crystals Hitoshi Shindo,* Kozo Shitagami, Takashi Sugai and Sei-ichi Kondo ?€? tilted to the same direction in each ionic layer ?€?",FALSE,FALSE,FALSE,FALSE,FALSE
178,328,"E Buiel, JR Dahn",Li-insertion in hard carbon anode materials for Li-ion batteries,1999,Electrochimica acta,Elsevier,,15.62,164,2,21,?€? The irreversible capacity in hard carbon is thought to contain two components; A: related to the formation of the SEI layer and B: the component related to the reaction of Li atoms with species adsorbed from air in the nanopores of the sample ?€?,TRUE,FALSE,TRUE,FALSE,FALSE
179,16,"S Kim, SE Yun, C Kang",The formation of a diaphorase enzyme multilayer bound to a self-assembled monolayer for the mediated enzyme-catalyzed reduction of NAD+,1999,Electrochemistry communications,Elsevier,,0.76,5,3,21,?€? Author links open overlay panelSohyoungKimaSei-EokYuna ?€? The concentration of glutaraldehyde used as a crosslinking reagent for the attachment of the enzyme layer affected the current heights and its density around the enzyme seemed to be related to the catalytic reactivity ?€?,FALSE,FALSE,FALSE,FALSE,FALSE
180,35,"B Park, KJ Han, Y Jung, HH Choi?€?",Director tilting of liquid crystals on photoisomerizable polyimide alignment layers doped with homeotropic surfactant,1999,Journal of applied ?€?,aip.scitation.org,,1.67,7,5,21,"?€? Meguro-ku, Tokyo 152-8552, Japan Ki-Jong Han, Youngyi Jung, Hyun-Hee Choi, Ha-Keun Hwang, Sooman Lee, and Sei- Hum Jang ?€? If the photoisomerizable azobenzene polymer alignment layer is irradiated with UPUV light at oblique incidence, one can expect that the s- and ?€?",FALSE,FALSE,FALSE,FALSE,FALSE
181,22,"RW Read, J Zhang, SI Ishimoto?€?",Evaluation of the role of human retinal vascular endothelial cells in the pathogenesis of CMV retinitis,1999,Ocular immunology and ?€?,Taylor & Francis,,1.05,6,4,21,"?€? Sei-Ichi Ishimoto Narsing A. Rao ?€? revealed pathologic changes which generally fell into one of three characteristic contiguous patterns, termed Zones A, B, and C. Zone A showed full- or almost full-thickness necrosis of retinal tissue extending from the nerve fiber layer (NFL) to ?€?",FALSE,FALSE,FALSE,FALSE,FALSE
182,22,"SY Choi, SG Oh, SY Bae, SK Moon",Effect of short-chain alcohols as co-surfactants on pseudo-ternary phase diagrams containing lecithin,1999,Korean Journal of Chemical ?€?,Springer,,1.05,6,4,21,"?€? Suk-Young Choi, Seong-Geun Oh t, Seong-Youl Bae and Sei-Ki Moon ?€? In the case of a long and double hydrophobic chain surfactant like lecithin, a short chain co-surfac- taut can also act to increase the fluidity of the interfacial surfac- taut layer, thereby reducing the tendency of ?€?",FALSE,FALSE,FALSE,FALSE,FALSE
183,253,"J Seidel, JJ Vaquero, S Siegel?€?",Depth identification accuracy of a three layer phoswich PET detector module,1999,?€? on Nuclear Science,ieeexplore.ieee.org,,12.05,63,4,21,"?€? V. CONCLUSIONS Scintillation events occurring in a three layer phoswich detector module can be assigned to the correct layer of inter- action with ?€? A Room Temperature LSO/PIN Photodiode PET Detector Module That Measures Depth of Interac- tion,"" IEEE Trans Nucl Sei, Vol ?€?",FALSE,FALSE,FALSE,FALSE,FALSE
184,30,"GC Chung, HJ Kim, SH Jun, MH Kim","New cyclic carbonate solvent for lithium ion batteries: trans-2, 3-butylene carbonate",1999,Electrochemistry communications,Elsevier,,1.43,8,4,21,"?€? in the subsequent cycles. Such a limitation as an electrolytic solvent for lithium ion batteries can be overcome by a small amount of EC that can form a stable solid electrolyte interface (SEI) layer. For example, in electrolytes containing ?€?",TRUE,FALSE,FALSE,FALSE,FALSE
185,4,"SY Park, JW Lee, SH Jang, LH Kim, DK Choi?€?",Impedance characteristics of a rotating disc electrode coated with a sulfonated polysulfone cation-exchange membrane,1999,Journal of power ?€?,Elsevier,,0.19,1,6,21,"?€? The transport (diffusion coefficient), interfacial parameters (double layer capacitance), and total resistance of the SPSF membrane coated electrodes are investigated as the function of sulfonic acid group concentration in the SPSF membrane, membrane thickness, electrolyte ?€?",FALSE,FALSE,FALSE,FALSE,TRUE
186,11,"T Hosomi, T Kishi, T Honjoya, S Nakamichi?€?",Insulating adhesive for multilayer printed circuit board,1999,US Patent ?€?,Google Patents,,0.52,2,5,21,"?€? Google has not performed a legal analysis and makes no representation as to the accuracy of the status listed.) Expired - Fee Related Application number US08/728,800 Inventor Takeshi Hosomi Toyoaki Kishi Tomoyoshi Honjoya Sei Nakamichi Masahiro Mitsui Current ?€?",FALSE,FALSE,FALSE,FALSE,FALSE
187,358,"P Arora, M Doyle, RE White",Mathematical modeling of the lithium deposition overcharge reaction in lithium?€?ion batteries using carbon?€?based negative electrodes,1999,Journal of The Electrochemical ?€?,iopscience.iop.org,,17.05,119,3,21,"?€? proposed a complex two-layer multicompo- nent structure for the SEI layer formed on lithium and lithiated car- bon electrodes.13 According to these authors, the inner layer (closer to the negative electrode) is rich in Li2O and LiF and low in Li2CO3, whereas the outer layer ?€?",TRUE,FALSE,FALSE,FALSE,TRUE
188,20,"VL Teofilo, MJ Isaacson, RL Higgins?€?",Advanced lithium ion solid polymer electrolyte battery development,1999,IEEE aerospace and ?€?,ieeexplore.ieee.org,,0.95,5,4,21,"?€? and analytical expertise in identifying and developing improved carbon electrode materials and understandingkontrolling SEI layer formation during the ATP. Carbon materials will be developed, synthesized and characterized ?€?",TRUE,FALSE,FALSE,FALSE,TRUE
189,8,"H Ohmori, Y Yamagata, S Moriyasu?€?",Development of large ultraprecision grinding system with ELID for aspheric optical elements and components,1999,?€? and Applications I,World Scientific,,0.38,2,4,21,"?€? Adaptive dressing based on non-linear electrolysis occurs through the generation of an insulating layer on the dressed wheel surface and electrolytic removal of the bond material during ELID-grinding, and this reduce wheel wear ?€? (Hydroxide, oxide) Insulating layer J ?€?",FALSE,FALSE,FALSE,FALSE,FALSE
190,49,"MN Richard, JR Dahn",Predicting electrical and thermal abuse behaviours of practical lithium-ion cells from accelerating rate calorimeter studies on small samples in electrolyte,1999,Journal of power sources,Elsevier,,2.33,25,2,21,"?€? The amount of lithium intercalated into the carbon is represented by x i , and the lithium in the metastable SEI is represented by x f . The thickness of the SEI layer, is related to the amount of lithium present in both stable and metastable SEI components, z. The reaction order, n ?€?",TRUE,FALSE,FALSE,FALSE,FALSE
191,0,"DH Chung, B Park, H Takezoe, H Yokoyama?€?",Photoalignment Layer Possessing Azo-group in Polymide Main Chain (III): Anchoring Strength Measurements,1999,?€? of Japanese Liquid ?€?,jstage.jst.go.jp,,0,0,5,21,"Fig. 2 shews the plots of retardation vs, reverse voltage observed at two difi'erenttemperatures of 29.41??? and 34.85??? in case ef photoalignanentlayer. The retardation decreased linearly when the applied voltage increased. The gradientrelated to ?€?",FALSE,FALSE,FALSE,FALSE,FALSE
192,75,"J Kepert, C Fairall, JW Bao",Modelling the interaction between the atmospheric boundary layer and evaporating sea spray droplets,1999,"Air-Sea Exchange: Physics, Chemistry and ?€?",Springer,,3.57,25,3,21,?€? MODELLING THE INTERACTION BETWEEN THE ATMOSPHERIC BOUNDARY LAYER AND EVAPORATING SEA SPRAYDROPLETS ?€? A further important area of investigation is the impact of elevated sources of heat and moisture on the atmospheric boundary layer ?€?,FALSE,FALSE,FALSE,FALSE,FALSE
193,49,"JS Chen, KT Kornegay, SH Ryu",A silicon carbide CMOS intelligent gate driver circuit with stable operation over a wide temperature range,1999,IEEE journal of solid-state ?€?,ieeexplore.ieee.org,,2.33,16,3,21,"?€? over a Wide Temperature Range Jian-Song Chen, Kevin T. Kornegay, Senior Member, IEEE, and Sei-Hyung Ryu, Member, IEEE ?€? After implant activation, the sample is thermally oxidized for 120 min at 1150 C in wet O to form a 40-nm-thick gate- oxide layer ?€?",FALSE,FALSE,FALSE,FALSE,FALSE
194,164,Y Ein?€?Eli,A New Perspective on the Formation and Structure of the Solid Electrolyte Interface at the Graphite Anode of Li?€?Ion Cells,1999,Electrochemical and Solid State Letters,iopscience.iop.org,,7.81,164,1,21,"?€? According to this model, certain solvents and additives produce efficient pas- sive films which mimic a double-layer capacitor, wherein local, fixed positive charges in the SEI serve to counteract the negative- ly charged graphite anode ?€?",TRUE,FALSE,TRUE,FALSE,FALSE
195,34,"H Sato, H Tsuji, S Ikeda, N Ikemoto?€?",Enhanced growth of human vascular endothelial cells on negative ion (Ag???)?€?implanted hydrophobic surfaces,1999,?€? Research: An Official ?€?,Wiley Online Library,,1.62,7,5,21,"?€? Hiroko Sato,1 Hiroshi Tsuji,2 Shigeo Ikeda,2 Noburo Ikemoto,2 Junzo Ishikawa,2 Sei-ichi Nishimoto3 Departments of 1Polymer Chemistry, 2Electronics, and 3Energy and ?€? electric double layer is considered to influence on in- sulator surfaces during negative ion implantation ?€?",FALSE,FALSE,FALSE,FALSE,FALSE
196,0,"H Sei, Y Ishii, M Toriihara, Y Miyazaki",Remedial measure against soil liquefaction by pile driving; Kokan kui no dasetsu ni yoru eikijoka taisaku,1999,,osti.gov,,0,0,4,21,"This paper describes the development of a new remedial method to prevent soil liquefaction by densification of sand deposit due to pile driving. The newly developed closed-end apparatus prevents soil from entering the pile in a loose layer, and the apparatus is pulled ?€?",FALSE,FALSE,FALSE,FALSE,FALSE
197,9,"T GONDA, A Tsutomu, SEI Tadanori",Experimental study on the melting process of ice crystals just below the melting point,1999,,nipr.repo.nii.ac.jp,,0.43,3,3,21,"?€? FURUKAWA, Y., YAMAMOTO, M. and KURODA, T. (1989): Ellipsometric study of the transition layer on the surface of an ice crystal. J. Crystal Growth, 82, 665-67. GONDA, T. and SEI, T. (1988): Kiso kara seicho suru kori no kessho no seicho kiko to katachi (Growth mechanism ?€?",TRUE,FALSE,FALSE,FALSE,FALSE
198,19,"JM Wilczak, JB Edson, J H??jstrup, T Hara",The budget of turbulent kinetic energy in the marine atmospheric surface layer,1999,Air-Sea Exchange: Physics ?€?,Springer,,0.9,5,4,21,Page 1. Chapter 6 THE BUDGET OF TURBULENT KINETIC ENERGY IN THE MARINE ATMOSPHERIC SURFACE LAYER ?€? Tbe Wave Boundary Layer (WBL) is the portion of the lower surface layer in which waves influence the structure of the mean and turbulent flow ?€?,FALSE,FALSE,FALSE,FALSE,FALSE
199,70,"ASM Cherkaoui, WSD Wilcock",Characteristics of high Rayleigh number two-dimensional convection in an open-top porous layer heated from below,1999,Journal of Fluid Mechanics,cambridge.org,,3.33,35,2,21,"?€? Kawada, Yoshifumi Yoshida, Shigeo and Watanabe, Sei-ichiro 2004. Numerical simulations of mid-ocean ridge hydrothermal circulation including the phase separation of seawater ?€? Thermal convection of a viscoelastic fluid in an open-top porous layer heated from below ?€?",FALSE,FALSE,FALSE,FALSE,FALSE
200,48,"R Kostecki, F Kong, Y Matsuo, F McLarnon",Interfacial studies of a thin-film Li2Mn4O9 electrode,1999,Electrochimica acta,Elsevier,,2.29,12,4,21,"?€? and electrolyte. However, the composition and morphology of the SEI layer change continuously and play major roles in determining carbon electrode and battery calendar life, cycling efficiency and irreversible capacity loss ?€?",TRUE,FALSE,FALSE,TRUE,TRUE
201,204,"PGY Tsui, HH Tseng, N Bhat, P Chen",Method for making a dual-thickness gate oxide layer using a nitride/oxide composite region,1999,"US Patent 5,960,289",Google Patents,,9.71,51,4,21,US5960289A - Method for making a dual-thickness gate oxide layer using a nitride/oxide composite region - Google Patents. Method for making a dual-thickness gate oxide layer using a nitride/oxide composite region. Download PDF Info ?€?,FALSE,FALSE,FALSE,FALSE,FALSE
202,36,"MN Richard, JR Dahn",Accelerating rate calorimetry studies of the effect of binder type on the thermal stability of a lithiated mesocarbon microbead material in electrolyte,1999,Journal of power sources,Elsevier,,1.71,18,2,21,?€? study. The Li/electrolyte reaction and the decomposition of the metastable SEI layer begin near 80??C for LiPF 6 -based electrolytes [1]. These reactions are primarily responsible for the onset of thermal runaway in Li-ion cells ?€?,TRUE,FALSE,FALSE,FALSE,FALSE
203,32,"Y Sato, Y Kikuchi, T Nakano, G Okuno?€?",Characteristics of coke carbon modified with mesophase-pitch as a negative electrode for lithium ion batteries,1999,Journal of power ?€?,Elsevier,,1.52,6,5,21,"?€? As discussed above for the cyclic voltammogram of B in Fig. 3, the electrode reaction of unmodified carbon (B) between 0.8 and 0.2 V involved the irreversible formation of the SEI layer, which was partially suppressed by the modification (curve A, Fig ?€?",TRUE,FALSE,FALSE,FALSE,TRUE
204,87,"B Maiti, PJ Tobin, SA Ajuria",Method for forming a semiconductor device having a nitrided oxide dielectric layer,1999,"US Patent 5,885,870",Google Patents,,4.14,29,3,21,US5885870A - Method for forming a semiconductor device having a nitrided oxide dielectric layer - Google Patents. Method for forming a semiconductor device having a nitrided oxide dielectric layer. Download PDF Info. Publication ?€?,FALSE,FALSE,FALSE,FALSE,FALSE
205,1,"A Takahara, SI Tani, S Ishihara?€?",Virtual BUS: An easy-to-use environment for distributed resources,1999,?€? 24th Conference on ?€?,ieeexplore.ieee.org,,0.05,0,4,21,Page 1. Virtual BUS: An easy-to-use environment for distributed resources Atsushi Takahara Sei-Ichiro Tani Shinya Ishihara Toshiaki Miyazaki Mitsuo Teramoto ?€? efficiency. Requests from applications are orthogonal in a network layer. Currently ?€?,FALSE,FALSE,FALSE,TRUE,FALSE
