Cites,Title,Year,Publisher,GSRank,CitesPerYear,CitesPerAuthor,AuthorCount,Age
58,Single crystalline lithium titanate nanostructure with enhanced rate performance for lithium ion battery,2012,Elsevier,507,7.25,15,4,8
58,Surface modification of LiCo1/3Ni1/3Mn1/3O2 with Y2O3 for lithium-ion battery,2009,Elsevier,719,5.27,15,4,11
58,Ultrastable potassium storage performance realized by highly effective solid electrolyte interphase layer,2018,Wiley Online Library,24,29,8,7,2
58,The synergetic interaction between LiNO3 and lithium polysulfides for suppressing shuttle effect of lithium-sulfur batteries,2018,Elsevier,198,29,10,6,2
58,Fabrication of voids-involved SnO2@ C nanofibers electrodes with highly reversible Sn/SnO2 conversion and much enhanced coulombic efficiency for lithium-ion …,2016,Elsevier,391,14.5,7,8,4
58,A new carbonaceous material derived from biomass source peels as an improved anode for lithium ion batteries,2013,Elsevier,497,8.29,10,6,7
58,Composition and Growth Behavior of the Surface and Electrolyte Decomposition Layer of/on a Commercial Lithium Ion Battery LixNi1/3Mn1/3Co1/3O2 Cathode …,2013,ACS Publications,641,8.29,29,2,7
58,Enhancement of near-infrared absorption with high fill factor in lead phthalocyanine-based organic solar cells,2012,pubs.rsc.org,642,7.25,10,6,8
58,Thermal analysis of LixCoO2 cathode material of lithium ion battery,2009,Elsevier,791,5.27,10,6,11
58,Hydriding/dehydriding characteristics on fast heat transfer response ZrCo bed for ITER,2009,Elsevier,878,5.27,10,6,11
58,C‐Plasma of Hierarchical Graphene Survives SnS Bundles for Ultrastable and High Volumetric Na‐Ion Storage,2018,Wiley Online Library,886,29,12,5,2
57,Multi-scale investigation of thickness changes in a commercial pouch type lithium-ion battery,2016,Elsevier,657,14.25,11,5,4
57,Silicon decorated cone shaped carbon nanotube clusters for lithium ion battery anodes,2014,Wiley Online Library,667,9.5,8,7,6
57,Activated hard carbon from orange peel for lithium/sodium ion battery anode with long cycle life,2017,Elsevier,731,19,11,5,3
57,Facile Lithium Ion Transport through Superionic Pathways Formed on the Surface of Li3V2(PO4)3/C for High Power Li Ion Battery,2014,ACS Publications,739,9.5,10,6,6
57,"Flexible, Freestanding, and Binder-free SnOx–ZnO/Carbon Nanofiber Composites for Lithium Ion Battery Anodes",2016,ACS Publications,740,14.25,10,6,4
57,Optimal sizing of hybrid supply for electric vehicle using Li-ion battery and supercapacitor,2011,ieeexplore.ieee.org,894,6.33,14,4,9
57,Layer Number Dependence of Li+ Intercalation on Few-Layer Graphene and Electrochemical Imaging of Its Solid–Electrolyte Interphase Evolution,2016,ACS Publications,129,14.25,14,4,4
57,"Ethylene bis-carbonates as telltales of SEI and electrolyte health, role of carbonate type and new additives",2014,Elsevier,165,9.5,10,6,6
57,Electrochemical characterization of SEI-type passivating films using redox shuttles,2011,iopscience.iop.org,194,6.33,29,2,9
57,Micromechanisms of solid electrolyte interphase formation on electrochemically cycled graphite electrodes in lithium-ion cells,2012,Elsevier,286,7.13,29,2,8
57,A transmission electron microscopy study of crack formation and propagation in electrochemically cycled graphite electrode in lithium-ion cells,2011,Elsevier,360,6.33,19,3,9
57,Effect of hexafluorophosphate and fluoroethylene carbonate on electrochemical performance and the surface layer of hard carbon for sodium‐ion batteries,2016,Wiley Online Library,408,14.25,11,5,4
57,Oxidation state of cross-over manganese species on the graphite electrode of lithium-ion cells,2014,pubs.rsc.org,427,9.5,11,5,6
57,Interaction of CuS and sulfur in Li-S battery system,2015,iopscience.iop.org,468,11.4,11,5,5
57,High Lithium Ion Conductivity LiF/GO Solid Electrolyte Interphase Inhibiting the Shuttle of Lithium Polysulfides in Long‐Life Li–S Batteries,2018,Wiley Online Library,589,28.5,10,6,2
57,The effects of substituting groups in cyclic carbonates for stable SEI formation on graphite anode of lithium batteries,2010,Elsevier,594,5.7,11,5,10
57,"Porous NiO/poly (3, 4-ethylenedioxythiophene) films as anode materials for lithium ion batteries",2010,Elsevier,853,5.7,10,6,10
57,Silicon decorated cone shaped carbon nanotube clusters for lithium ion battery anodes,2014,Wiley Online Library,928,9.5,8,7,6
57,Toward High Cycle Efficiency of Silicon‐Based Negative Electrodes by Designing the Solid Electrolyte Interphase,2015,Wiley Online Library,938,11.4,11,5,5
56,Lithium-ion battery,2010,Google Patents,503,5.6,19,3,10
56,Eco‐efficiency analysis of a lithium‐ion battery waste hierarchy inspired by circular economy,2017,Wiley Online Library,580,18.67,19,3,3
56,New solution to instability of spinel LiNi0. 5Mn1. 5O4 as cathode for lithium ion battery at elevated temperature,2013,Elsevier,613,8,11,5,7
56,Temperature-dependent electrochemical heat generation in a commercial lithium-ion battery,2014,Elsevier,671,9.33,19,3,6
56,Highly ordered lamellar V2O3-based hybrid nanorods towards superior aqueous lithium-ion battery performance,2011,Elsevier,701,6.22,11,5,9
56,Stability of Li 2 CO 3 in cathode of lithium ion battery and its influence on electrochemical performance,2016,pubs.rsc.org,735,14,7,8,4
56,Facile Formation of a Solid Electrolyte Interface as a Smart Blocking Layer for High‐Stability Sulfur Cathode,2017,Wiley Online Library,50,18.67,11,5,3
56,Uniform high ionic conducting lithium sulfide protection layer for stable lithium metal anode,2019,Wiley Online Library,218,56,8,7,1
56,Strong texturing of lithium metal in batteries,2017,National Acad Sciences,334,18.67,9,6,3
56,A four-layer DOI detector with a relative offset for use in an animal PET system,2010,ieeexplore.ieee.org,454,5.6,9,6,10
56,Lithiation of amorphous carbon negative electrode for Li ion capacitor,2013,Elsevier,456,8,11,5,7
56,Effects of fluoroethylene carbonate (FEC) on anode and cathode interfaces at elevated temperatures,2015,iopscience.iop.org,463,11.2,14,4,5
56,Differential thermal voltammetry for tracking of degradation in lithium-ion batteries,2015,Elsevier,482,11.2,11,5,5
56,Determination of the solid electrolyte interphase structure grown on a silicon electrode using a fluoroethylene carbonate additive,2017,nature.com,818,18.67,11,5,3
55,Capacity fade modelling of lithium-ion battery under cyclic loading conditions,2016,Elsevier,506,13.75,18,3,4
55,Fast model predictive control for redistributive lithium-ion battery balancing,2016,ieeexplore.ieee.org,519,13.75,18,3,4
55,TiO2 nanotube arrays grafted with MnO2 nanosheets as high-performance anode for lithium ion battery,2015,Elsevier,643,11,11,5,5
55,Practical online estimation of lithium-ion battery apparent series resistance for mild hybrid vehicles,2015,ieeexplore.ieee.org,722,11,11,5,5
55,An adaptive sliding mode observer for lithium-ion battery state of charge and state of health estimation in electric vehicles,2016,Elsevier,759,13.75,14,4,4
55,High‐Performance Sodium Metal Anodes Enabled by a Bifunctional Potassium Salt,2018,Wiley Online Library,185,27.5,11,5,2
55,Quaternary ammonium ionic liquid electrolyte for a silicon nanowire-based lithium ion battery,2011,ACS Publications,238,6.11,14,4,9
55,Capacity fade modelling of lithium-ion battery under cyclic loading conditions,2016,Elsevier,316,13.75,18,3,4
55,Graphene as an interfacial layer for improving cycling performance of Si nanowires in lithium-ion batteries,2015,ACS Publications,327,11,8,7,5
55,Carbon nanotube array anodes for high-rate Li-ion batteries,2010,Elsevier,418,5.5,9,6,10
55,Analysis of spectral-domain optical coherence tomography measurements in amblyopia: a pilot study,2011,bjo.bmj.com,597,6.11,28,2,9
55,In Situ Li3PS4 Solid‐State Electrolyte Protection Layers for Superior Long‐Life and High‐Rate Lithium‐Metal Anodes,2018,Wiley Online Library,679,27.5,11,5,2
55,In situ and operando investigations of failure mechanisms of the solid electrolyte interphase on silicon electrodes,2016,ACS Publications,794,13.75,11,5,4
55,Yolk–shell Fe 2 O 3⊙ C composites anchored on MWNTs with enhanced lithium and sodium storage,2015,pubs.rsc.org,971,11,18,3,5
54,Comprehensive enhancement of nanostructured lithium-ion battery cathode materials via conformal graphene dispersion,2017,ACS Publications,341,18,8,7,3
54,Improving ionic conductivity and lithium-ion transference number in lithium-ion battery separators,2016,ACS Publications,358,13.5,14,4,4
54,An improved unscented particle filter approach for lithium-ion battery remaining useful life prediction,2018,Elsevier,371,27,14,4,2
54,State-space model with non-integer order derivatives for lithium-ion battery,2016,Elsevier,515,13.5,14,4,4
54,Fabrication and characterization of Li7La3Zr2O12 thin films for lithium ion battery,2012,iopscience.iop.org,690,6.75,27,2,8
54,Enhanced rate performance of molybdenum-doped spinel LiNi0. 5Mn1. 5O4 cathode materials for lithium ion battery,2014,Elsevier,704,9,11,5,6
54,Higher-capacity lithium ion battery chemistries for improved residential energy storage with micro-cogeneration,2013,Elsevier,708,7.71,11,5,7
54,The sectoral configuration of technological innovation systems: Patterns of knowledge development and diffusion in the lithium-ion battery technology in Japan,2017,Elsevier,783,18,14,4,3
54,Surface layer formation on Sn anode: ATR FTIR spectroscopic characterization,2009,Elsevier,74,4.91,27,2,11
54,In situ measurement of solid electrolyte interphase evolution on silicon anodes using atomic force microscopy,2016,Wiley Online Library,372,13.5,14,4,4
54,Electrochemical performances of two kinds of electrolytes based on lithium bis (oxalate) borate and sulfolane for advanced lithium ion batteries,2012,Elsevier,400,6.75,8,7,8
54,Physically-based reduced-order capacity loss model for graphite anodes in Li-ion battery cells,2017,Elsevier,421,18,9,6,3
54,Pseudo 3D modeling and analysis of the SEI growth distribution in large format Li-ion polymer pouch cells,2012,iopscience.iop.org,447,6.75,18,3,8
54,Effect of polypyrrole on improving electrochemical performance of silicon based anode materials,2012,Elsevier,498,6.75,8,7,8
54,Homeostasis of the epidermal barrier layer: a theory of how occlusion reduces hypertrophic scarring,2009,Wiley Online Library,624,4.91,18,3,11
54,Electrostatic interaction in electrospun nanofibers: double-layer carbon protection of CoFe2O4 nanosheets enabling ultralong-life and ultrahigh-rate lithium ion …,2018,Elsevier,702,27,8,7,2
54,Impact of oxygen flow rate on the instability under positive bias stresses in DC-sputtered amorphous InGaZnO thin-film transistors,2011,ieeexplore.ieee.org,762,6,11,5,9
53,State-of-health estimation for the lithium-ion battery based on support vector regression,2018,Elsevier,493,26.5,11,5,2
53,Direct Electrophoretic Deposition of Binder-Free Co3O4/Graphene Sandwich-Like Hybrid Electrode as Remarkable Lithium Ion Battery Anode,2017,ACS Publications,536,17.67,11,5,3
53,Real-time observation of lithium fibers growth inside a nanoscale lithium-ion battery,2011,aip.scitation.org,629,5.89,11,5,9
53,… ion chromatography for the separation of ionic organophosphates generated in thermally decomposed lithium hexafluorophosphate-based lithium ion battery …,2015,Elsevier,699,10.6,11,5,5
53,Multiple imaging mode X-ray computed tomography for distinguishing active and inactive phases in lithium-ion battery cathodes,2015,Elsevier,779,10.6,13,4,5
53,… alkylated phosphates by gas chromatography–mass spectrometric investigations with different ionization principles of a thermally aged commercial lithium ion battery …,2015,Elsevier,902,10.6,11,5,5
53,Simulation and experiment on solid electrolyte interphase (SEI) morphology evolution and lithium-ion diffusion,2015,iopscience.iop.org,40,10.6,18,3,5
53,A localized high-concentration electrolyte with optimized solvents and lithium difluoro (oxalate) borate additive for stable lithium metal batteries,2018,ACS Publications,244,26.5,9,6,2
53,Engineering of Graphene Layer Orientation to Attain High Rate Capability and Anisotropic Properties in Li‐Ion Battery Electrodes,2013,Wiley Online Library,355,7.57,13,4,7
53,Surface Layer Formation and Stripping Process on LiMn2O4 and LiNi1∕ 2Mn3∕ 2O4 Thin Film Electrodes,2009,iopscience.iop.org,375,4.82,18,3,11
53,An improved method for synthesis of lithium difluoro (oxalato) borate and effects of sulfolane on the electrochemical performances of lithium-ion batteries,2013,Elsevier,451,7.57,6,9,7
53,Core-shell Si@ TiO2 nanosphere anode by atomic layer deposition for Li-ion batteries,2016,Elsevier,617,13.25,8,7,4
53,Multicore–Shell Bi@ N‐doped Carbon Nanospheres for High Power Density and Long Cycle Life Sodium‐and Potassium‐Ion Anodes,2019,Wiley Online Library,840,53,9,6,1
53,Concentrated electrolytes stabilize bismuth–potassium batteries,2018,pubs.rsc.org,847,26.5,13,4,2
53,Sphere-like SnO2/TiO2 composites as high-performance anodes for lithium ion batteries,2019,Elsevier,857,53,9,6,1
53,Hoop-strong nanotubes for battery electrodes,2013,ACS Publications,892,7.57,8,7,7
53,Room-temperature cycling of metal fluoride electrodes: Liquid electrolytes for high-energy fluoride ion cells,2018,science.sciencemag.org,980,26.5,11,5,2
53,Self-Passivation of a LiNiO2 Cathode for a Lithium-Ion Battery through Zr Doping,2018,ACS Publications,993,26.5,9,6,2
52,Evaluation residual moisture in lithium-ion battery electrodes and its effect on electrode performance,2016,cambridge.org,646,13,13,4,4
52,Heat release during thermally-induced failure of a lithium ion battery: Impact of cathode composition,2016,Elsevier,674,13,9,6,4
52,Internal resistance identification in vehicle power lithium-ion battery and application in lifetime evaluation,2009,ieeexplore.ieee.org,676,4.73,17,3,11
52,Electrochemical characterisation of a lithium-ion battery electrolyte based on mixtures of carbonates with a ferrocene-functionalised imidazolium electroactive ionic …,2013,pubs.rsc.org,893,7.43,13,4,7
52,Atomic layer deposition of LiOH and Li2CO3 using lithium t-butoxide as the lithium source,2010,iopscience.iop.org,49,5.2,13,4,10
52,At the polymer electrolyte interfaces: the role of the polymer host in interphase layer formation in Li-batteries,2015,pubs.rsc.org,199,10.4,10,5,5
